_id,_domain,_ntok,Q,Q_base,conflict,is_conflict,z_教育价值,z_可读性,z_专业性,z_低噪声
BkiUfQjxK0-nUGYe7Mv0,stackexchange,372,0.563869,0.618813,0.418432,False,0.741188,0.854101,0.435669,0.531548
BkiUcQzxK7ICUuXekNAE,github,525,0.407874,0.479572,0.423399,False,0.64365,0.240577,0.663977,0.514047
BkiUca26NNjgBpvIAtYp,commoncrawl,113,0.450275,0.519327,0.426649,False,0.612348,0.715803,0.289153,0.573609
BkiUdns4dbgj44SNmTZb,wikipedia,158,0.578737,0.604054,0.144183,False,0.663846,0.642182,0.600958,0.519662
BkiUbSrxaJJQnKM6sYGT,c4,92,0.444857,0.534902,0.579473,True,0.660012,0.814223,0.23475,0.648241
BkiUdlc4dbjiVCB-EZwP,commoncrawl,2426,0.606392,0.687227,0.532146,False,0.784643,0.949922,0.417776,0.716093
BkiUdLk5qhDBMnKv_90w,commoncrawl,457,0.554824,0.619778,0.422992,False,0.774845,0.826255,0.403262,0.57136
BkiUbObxK0wg05VB5a-t,commoncrawl,227,0.412152,0.494047,0.492142,False,0.621756,0.713207,0.221065,0.607083
BkiUdso5qsFAfyQRaOFU,c4,253,0.676916,0.719081,0.281001,False,0.829983,0.859531,0.57853,0.647771
BkiUdZY25V5ijU6aRJ-F,c4,77,0.491835,0.562008,0.364206,False,0.636951,0.689272,0.328099,0.692305
BkiUdis4eIOjR4Mj-BN0,commoncrawl,1015,0.462949,0.531087,0.41508,False,0.719039,0.608617,0.303959,0.59779
BkiUgHfxK7kjXLlze9Lr,commoncrawl,447,0.593782,0.671712,0.487806,False,0.781952,0.899752,0.411946,0.702208
BkiUeerxK0fkXPSOqtKc,github,31,0.472363,0.534382,0.375141,False,0.655352,0.327651,0.702792,0.540177
BkiUdpc4eIZjpZeDTyXz,wikipedia,526,0.501828,0.560044,0.324825,False,0.690819,0.673524,0.365993,0.577547
BkiUcIHxK6nrxl9bMXD-,c4,67,0.530496,0.605059,0.398757,False,0.66036,0.755274,0.356517,0.753476
BkiUfTzxK6EuM_UbszoH,commoncrawl,1013,0.46745,0.537994,0.369466,False,0.633995,0.672316,0.302849,0.648663
BkiUd8s5qoTBB2nxJRs0,c4,213,0.517975,0.598371,0.400855,False,0.730942,0.731239,0.330384,0.725645
BkiUeb3xaKgTq1C9Osgt,commoncrawl,571,0.39425,0.478209,0.625567,True,0.608655,0.823913,0.198346,0.525018
BkiUdKzxK6wB9k0iLgqi,commoncrawl,2790,0.575061,0.667231,0.586537,True,0.946535,0.871949,0.359998,0.666755
BkiUf5vxK1ThhAcYnF8e,c4,626,0.56451,0.628061,0.358296,False,0.661409,0.774519,0.416223,0.729609
BkiUbMA4uBhhxDSKx1Sl,commoncrawl,1034,0.475497,0.562901,0.56358,False,0.628597,0.835133,0.271553,0.703731
BkiUfTE4uzlh_1001epY,commoncrawl,514,0.427952,0.517852,0.609136,True,0.669584,0.827322,0.218186,0.594262
BkiUbWrxK6wB9jjDeVin,stackexchange,329,0.572338,0.598862,0.169808,False,0.653094,0.510448,0.680256,0.567138
BkiUb6bxaL3SuhzLnE0j,commoncrawl,642,0.450438,0.527744,0.560664,False,0.684457,0.830721,0.270057,0.504781
BkiUdeQ5jDKDyJzsKBZ8,c4,313,0.5354,0.624741,0.490317,False,0.718933,0.817253,0.326936,0.792616
BkiUbR7xK6EuNBRhGa4z,commoncrawl,472,0.409926,0.507207,0.626702,True,0.615771,0.809637,0.182935,0.724352
BkiUgBDxK1Thg98Uiwzn,c4,84,0.4272,0.492576,0.404246,False,0.65175,0.48413,0.274655,0.678901
BkiUeF84uBhjC0FRT6B8,commoncrawl,120,0.42369,0.475389,0.371433,False,0.67449,0.582312,0.303057,0.428905
BkiUcFE5qhLACAkw_9zS,c4,204,0.401456,0.496508,0.543889,False,0.723556,0.710404,0.179668,0.656856
BkiUbkjxK3YB9i3RJM0r,c4,95,0.469459,0.556856,0.564112,False,0.622478,0.829646,0.265534,0.700615
BkiUdrc4ukPiEUQBmWvP,commoncrawl,908,0.382698,0.453232,0.448109,False,0.666228,0.637161,0.218119,0.455277
BkiUdBXxaKgS2AZCvD3V,commoncrawl,211,0.538467,0.611912,0.4033,False,0.731373,0.770396,0.367096,0.677612
BkiUfcQ4uzliDF8orh9i,stackexchange,485,0.608516,0.633835,0.222698,False,0.772138,0.690911,0.550604,0.54944
BkiUctY5qX_Bc1tFFaUf,c4,334,0.559703,0.634706,0.48231,False,0.683539,0.867005,0.384696,0.711623
BkiUbTI4ubnjom5B5JcF,stackexchange,217,0.560726,0.584822,0.199636,False,0.704139,0.562262,0.504503,0.585615
BkiUbEw5i7PA9Fz9mQji,wikipedia,1236,0.442179,0.529468,0.68209,True,0.616181,0.920596,0.238506,0.580254
BkiUdec5qoTBBFOE4_Xw,c4,117,0.532768,0.604066,0.374963,False,0.684846,0.715509,0.366405,0.741367
BkiUblk5qg5A50bS1Ek8,c4,230,0.4628,0.560777,0.629984,True,0.744009,0.864171,0.234187,0.65602
BkiUd7w4eIZjyngneS7C,commoncrawl,634,0.435897,0.535725,0.632277,True,0.673939,0.835244,0.202966,0.719861
BkiUd9M4dbghdUvaxIVX,commoncrawl,1146,0.424132,0.523068,0.711401,True,0.640749,0.904682,0.193282,0.667004
BkiUa505qsNCPXodi05n,commoncrawl,271,0.39508,0.45503,0.348805,False,0.604001,0.508537,0.255196,0.546607
BkiUeBzxK6nrxq6DoRxS,wikipedia,117,0.377908,0.439407,0.3917,False,0.576792,0.626111,0.234411,0.440034
BkiUdag5qWTA9fx_AZGy,commoncrawl,7549,0.60575,0.670312,0.424499,False,0.808536,0.879604,0.455105,0.62362
BkiUdqrxK1ThhAqzXBY0,commoncrawl,1730,0.530466,0.611359,0.523223,False,0.704385,0.864937,0.341714,0.670708
BkiUa4nxaL3SuhgbjKSt,stackexchange,188,0.530366,0.579441,0.301336,False,0.701519,0.717194,0.415858,0.538688
BkiUdzI25V5i1dkg37aE,commoncrawl,680,0.498258,0.582085,0.538241,False,0.710832,0.840904,0.302663,0.634179
BkiUepnxK2li-LM1Sgmw,c4,270,0.493286,0.588547,0.610228,True,0.69758,0.881239,0.271011,0.719584
BkiUbsXxK1Thg98Uej_b,commoncrawl,1713,0.601259,0.679364,0.50779,False,0.879609,0.926804,0.419014,0.623398
BkiUfYPxK7IAHL_U90Dk,c4,1124,0.459377,0.561554,0.687923,True,0.627723,0.90889,0.220966,0.787716
BkiUbjzxK6Ot9WA5f_dr,commoncrawl,656,0.422652,0.47364,0.32484,False,0.62852,0.468372,0.30368,0.562748
BkiUdtLxK7Ehm79fc-6N,commoncrawl,301,0.455126,0.545079,0.516912,False,0.720029,0.762147,0.245235,0.655312
BkiUdVM4uBhhxQicLcv5,commoncrawl,245,0.427413,0.501833,0.486748,False,0.579135,0.740514,0.253766,0.582317
BkiUa9w5qhLAB70I2hI3,commoncrawl,968,0.480092,0.572976,0.65429,True,0.65805,0.917655,0.263365,0.677106
BkiUd_E5qhLBTAgpolzx,c4,945,0.329635,0.384846,0.524762,False,0.655976,0.200808,0.229087,0.725569
BkiUbKHxK3YB9raXyFAA,github,130,0.539307,0.600448,0.356621,False,0.71563,0.396644,0.753265,0.607806
BkiUa6I5i7PA9OgJCxAf,commoncrawl,863,0.465974,0.558307,0.578683,True,0.697629,0.829214,0.250532,0.669765
BkiUfQo5qhDCX84sRAMK,commoncrawl,264,0.4593,0.554127,0.632208,True,0.701557,0.870245,0.238037,0.648059
BkiUfHfxK3YB9m3ux-eS,wikipedia,235,0.430426,0.517792,0.630986,True,0.712545,0.857556,0.22657,0.5186
BkiUdVk5qWTA7nAgcvN5,github,29,0.273308,0.362506,0.736781,True,0.610994,0.065179,0.80196,0.535891
BkiUcXHxK3xgpbERClRC,commoncrawl,280,0.462118,0.547598,0.550482,False,0.66359,0.813148,0.262666,0.6339
BkiUfBHxK1ThhAcYmMLy,commoncrawl,4488,0.448667,0.543929,0.634305,True,0.627037,0.860695,0.22639,0.715553
BkiUdro5qrqCypefTS6-,c4,132,0.462091,0.521028,0.450958,False,0.638033,0.458678,0.324569,0.775527
BkiUdRg4uBhhxQOlniR3,c4,1787,0.399389,0.457322,0.542691,False,0.637376,0.321595,0.264211,0.806901
BkiUfDXxK19JmhArFPng,c4,352,0.392012,0.478994,0.5488,False,0.56514,0.666703,0.189054,0.737854
BkiUaM7xK0iCl7UGUo-u,commoncrawl,416,0.496683,0.571709,0.385529,False,0.695409,0.707152,0.321622,0.675161
BkiUdvI5qoYDgaG4Rdsm,commoncrawl,418,0.519991,0.600918,0.438363,False,0.769526,0.734883,0.331163,0.695949
BkiUdFk5qoYAxznJxkFs,commoncrawl,686,0.588231,0.672231,0.501656,False,0.756221,0.893887,0.392231,0.769935
BkiUfMs5qsFCifBZHfev,commoncrawl,507,0.437429,0.53835,0.622233,True,0.753452,0.82418,0.201947,0.668758
BkiUdhPxK0zjCobCOujX,commoncrawl,611,0.228514,0.292771,0.623898,True,0.702478,0.368299,0.0785793,0.359254
BkiUbqzxaL3SuhzLmy7A,commoncrawl,529,0.447891,0.490221,0.332605,False,0.681727,0.349121,0.368944,0.657425
BkiUeG7xK6EuNArbC_pe,wikipedia,156,0.566992,0.598447,0.297716,False,0.791313,0.612162,0.493597,0.536379
BkiUdNLxK6mkyCfOCLbg,c4,51,0.49358,0.55322,0.481547,False,0.615994,0.513038,0.354421,0.835968
BkiUdWM5qoYA0qtoKzlJ,wikipedia,101,0.380507,0.426005,0.414647,False,0.688993,0.41745,0.274346,0.41718
BkiUeFbxaKgS2Kyudcaq,c4,80,0.480895,0.549383,0.350027,False,0.634445,0.671115,0.321088,0.666061
BkiUe1s5qsFCgpxUVQ_Y,github,691,0.655474,0.677286,0.14054,False,0.630912,0.740333,0.74512,0.60458
BkiUf7TxK0zjCxh756n0,commoncrawl,1390,0.51723,0.616188,0.645624,True,0.772592,0.931952,0.286328,0.698717
BkiUdlM4eIOjR4K9QJiG,c4,420,0.398984,0.498177,0.707036,True,0.688156,0.874569,0.167534,0.609552
BkiUd1U25V5hegR8ZKnW,commoncrawl,2288,0.499346,0.554029,0.490552,False,0.862304,0.469956,0.371752,0.625178
BkiUd8_xK7Ehm2ZQ0_fF,commoncrawl,651,0.504075,0.597682,0.549187,False,0.79272,0.834844,0.285658,0.674506
BkiUdFrxK6EuM_UbqrMl,commoncrawl,473,0.421073,0.512763,0.612919,True,0.654255,0.82005,0.207131,0.621207
BkiUdKzxK6Ot9Pm3vQBs,github,2605,0.415196,0.458993,0.236439,False,0.528812,0.313002,0.549441,0.487921
BkiUd7o4eIOjSdSJzAah,c4,93,0.301749,0.367836,0.583686,True,0.613246,0.147548,0.275997,0.731234
BkiUbi3xaJJQnJ5kTNVr,commoncrawl,331,0.430686,0.521542,0.600756,True,0.58517,0.819444,0.218688,0.704679
BkiUdUI4eIXh4qTE5ZE0,commoncrawl,292,0.471694,0.55901,0.537307,False,0.751064,0.805262,0.267954,0.60208
BkiUdg_xK0iCl4WD4YYo,arxiv,3761,0.615037,0.6607,0.427849,False,0.700748,0.936342,0.508492,0.571042
BkiUdLQ4uzqh_OkldNzi,commoncrawl,599,0.528859,0.60021,0.381767,False,0.744142,0.71725,0.362375,0.670791
BkiUdLk241xg-MA3n9k6,c4,460,0.433746,0.501624,0.447899,False,0.692097,0.459044,0.275365,0.723263
BkiUdB84ubng0WcZyJt4,commoncrawl,514,0.590545,0.668841,0.492972,False,0.771476,0.900825,0.407853,0.705828
BkiUbH45qoaAwj4XMsHl,arxiv,4442,0.612438,0.66138,0.356617,False,0.753871,0.854858,0.49824,0.595822
BkiUeHPxK6mkyCfODF_f,c4,88,0.502434,0.589664,0.528429,False,0.689056,0.827325,0.298896,0.70908
BkiUduQ4eIZjwV-u6FQ-,c4,66,0.460495,0.526342,0.383033,False,0.554655,0.689886,0.306853,0.653354
BkiUc5o5qoYDgaG4Q5kw,commoncrawl,586,0.473634,0.55624,0.554523,False,0.651521,0.835409,0.280887,0.625731
BkiUgCI5qhDCpkQ4EyuO,commoncrawl,681,0.607849,0.659358,0.388721,False,0.747485,0.876382,0.487661,0.591568
BkiUfcrxK7IDPADJ4imQ,commoncrawl,234,0.439243,0.514381,0.467058,False,0.730981,0.617054,0.263923,0.587664
BkiUddnxaKgTz-oDsKtB,c4,82,0.58523,0.659478,0.413659,False,0.749016,0.825645,0.411986,0.742205
BkiUbXHxK7Ehm9ic-zXI,commoncrawl,1075,0.481329,0.566538,0.57879,True,0.636257,0.861299,0.28251,0.664944
BkiUdKQ4eIZijir1oAPP,c4,428,0.510954,0.599657,0.453476,False,0.757457,0.75728,0.303981,0.741116
BkiUezs5qhLBmA6ijDg5,commoncrawl,1052,0.464834,0.540515,0.470572,False,0.612079,0.758817,0.288245,0.637188
BkiUaUrxK0-nUKDhoJTL,commoncrawl,459,0.500062,0.563456,0.406672,False,0.633589,0.758815,0.352144,0.595169
BkiUfnPxK02iP1lCZsJe,commoncrawl,1223,0.620603,0.695779,0.471533,False,0.811213,0.916724,0.445191,0.707725
BkiUc_Y5qoTApGm2f0Es,wikipedia,238,0.515713,0.537422,0.226702,False,0.69176,0.465058,0.495484,0.523278
BkiUbQjxK4tBVicoA3qJ,wikipedia,4203,0.38214,0.460732,0.523986,False,0.527188,0.722746,0.19876,0.59422
BkiUchTxK0wg0_749_d6,commoncrawl,9229,0.578874,0.66776,0.558563,False,0.792514,0.930035,0.371472,0.725887
BkiUeS7xK6wB9mn5ADXT,c4,1104,0.457026,0.554365,0.545348,False,0.691004,0.775251,0.229902,0.765963
BkiUaUTxK0wg05VB4md2,commoncrawl,538,0.367377,0.408558,0.374845,False,0.646132,0.271287,0.300616,0.528405
BkiUcr7xK6wB9jjDfmbU,commoncrawl,431,0.523919,0.599396,0.484106,False,0.670895,0.831912,0.347806,0.66468
BkiUc0fxaKgS2Pj73wf1,commoncrawl,404,0.694744,0.730521,0.362814,False,0.974079,0.772644,0.611264,0.618995
BkiUbdrxK6-gDw5Atm-s,commoncrawl,10690,0.600799,0.66644,0.446432,False,0.708249,0.894069,0.447636,0.695784
BkiUdkE5qX_BrrvEBcDo,commoncrawl,1208,0.450786,0.535397,0.490501,False,0.692158,0.743861,0.25336,0.62936
BkiUdCE4ubnjot1QXlQu,commoncrawl,937,0.627561,0.663522,0.251325,False,0.794979,0.784949,0.543654,0.571295
BkiUc-rxK0fkXQzmLhjo,commoncrawl,1147,0.482807,0.572714,0.659349,True,0.668891,0.932372,0.273024,0.631316
BkiUdkI5qoTAsvxNqYf7,commoncrawl,211,0.472705,0.548153,0.436503,False,0.686495,0.733164,0.29666,0.604328
BkiUdPQ25V5iiy6RtmVd,commoncrawl,706,0.533592,0.625143,0.603417,True,0.731756,0.923389,0.319972,0.70599
BkiUdtw5qsNCPep76htd,commoncrawl,598,0.471762,0.552872,0.448017,False,0.730523,0.684677,0.282506,0.660803
BkiUbxLxK3YB9raXyuzy,c4,92,0.521675,0.606034,0.514963,False,0.8398,0.647984,0.324837,0.762703
BkiUdfc5qhDBYTWvJKlz,commoncrawl,718,0.529048,0.597724,0.416071,False,0.656219,0.784875,0.368804,0.671777
BkiUd1zxK0-nUKDhq9jP,commoncrawl,1779,0.311875,0.39622,0.522819,False,0.63789,0.563437,0.115071,0.593782
BkiUdic5qdmDKLU7psYu,commoncrawl,724,0.422857,0.520787,0.708624,True,0.602405,0.902977,0.194353,0.694646
BkiUaKA25V5hRtaNixC_,commoncrawl,591,0.559618,0.635038,0.464011,False,0.806731,0.847648,0.383637,0.619707
BkiUdZrxaKgTw5qkD9O8,commoncrawl,554,0.422716,0.509367,0.468831,False,0.657985,0.689361,0.22053,0.672206
BkiUeBzxK6nrxjHzCTqA,commoncrawl,1196,0.508322,0.580281,0.433218,False,0.773635,0.649061,0.340416,0.663064
BkiUdWs5qdmB64sMAexL,commoncrawl,305,0.432541,0.51107,0.439397,False,0.615953,0.688704,0.249307,0.644549
BkiUdcg5qoYAxznJx3Hu,commoncrawl,238,0.376062,0.442164,0.445154,False,0.66698,0.412395,0.221826,0.625846
BkiUdys4eIOjR-dm5o6W,commoncrawl,553,0.503989,0.583223,0.516927,False,0.65524,0.836036,0.319109,0.661539
BkiUdzTxK6-gDw5AvxjF,commoncrawl,477,0.459074,0.5487,0.644529,True,0.646444,0.894476,0.249947,0.626573
BkiUccrxK6wB9k0iK2oR,arxiv,10627,0.591059,0.631779,0.468287,False,0.559329,0.964332,0.496045,0.595339
BkiUdZU5qrqCysksNE3F,commoncrawl,738,0.42112,0.510421,0.637328,True,0.648466,0.850079,0.21275,0.578002
BkiUgBA241xiQRY-ThMj,wikipedia,127,0.51033,0.556495,0.373974,False,0.776588,0.543567,0.402613,0.564194
BkiUdj3xK0wg09KOXR3j,c4,150,0.510108,0.600721,0.554085,False,0.690383,0.852762,0.298677,0.740094
BkiUdpc5qYVBhn-WmQjD,stackexchange,199,0.526894,0.588632,0.393299,False,0.776139,0.723801,0.382839,0.55806
BkiUcL7xK3YB9ohkLbpV,commoncrawl,481,0.495035,0.572538,0.509643,False,0.657472,0.823839,0.314196,0.631064
BkiUcBLxK5YsWV5L20U9,c4,371,0.41191,0.482995,0.502784,False,0.621823,0.474619,0.246046,0.74883
BkiUa7vxK6Ot9WA5fcCU,commoncrawl,204,0.50015,0.565159,0.438556,False,0.787019,0.611591,0.348464,0.608037
BkiUfjA5qhLB10-R4Skw,c4,396,0.511901,0.603891,0.583691,True,0.611879,0.88095,0.297258,0.829419
BkiUeGE5qsNCPf8MxuqF,arxiv,27328,0.550338,0.603607,0.543757,False,0.46895,0.969799,0.426043,0.684869
BkiUdlc4uzlgqEf1TfrU,c4,750,0.469837,0.555746,0.497219,False,0.700452,0.658959,0.269382,0.766601
BkiUbuQ5qsNCPdQKtG0P,c4,153,0.350397,0.414824,0.504476,False,0.704541,0.335242,0.200065,0.6258
BkiUdaY5qsMAI6JFtShu,commoncrawl,227,0.469555,0.555876,0.528306,False,0.69708,0.796447,0.268141,0.640869
BkiUdjvxK1ThhCdy8uXR,stackexchange,248,0.578419,0.60834,0.370781,False,0.879385,0.508604,0.564752,0.542136
BkiUfyfxK7Tt6AlxGU8C,c4,1094,0.647996,0.73656,0.530593,False,0.971938,0.913601,0.441345,0.750816
BkiUbsTxaL3SufhMnZL2,stackexchange,294,0.574767,0.610518,0.388949,False,0.8803,0.649457,0.494472,0.491351
BkiUdoI5qsBDDqo4CQQ_,commoncrawl,3659,0.371301,0.463701,0.628316,True,0.683402,0.784017,0.155702,0.552899
BkiUazfxK7Dgs_cY3rpl,c4,328,0.429482,0.514634,0.544335,False,0.642304,0.60982,0.230794,0.77513
BkiUcw7xK3YB9i3RKeV5,commoncrawl,146,0.488038,0.567492,0.487474,False,0.729083,0.790119,0.302645,0.594549
BkiUd2vxK6EuM_UbrYFb,c4,194,0.422195,0.490548,0.477094,False,0.739801,0.415577,0.262707,0.716371
BkiUeKfxK1yAgWay5wPI,commoncrawl,359,0.578874,0.636254,0.388899,False,0.695886,0.833887,0.444989,0.63453
BkiUbWfxK02iP4Y2tL_B,commoncrawl,777,0.531138,0.618192,0.503435,False,0.816566,0.831448,0.328014,0.655458
BkiUdI84ubng6eY9MAx7,commoncrawl,838,0.579953,0.601179,0.194539,False,0.724963,0.530425,0.534656,0.635298
BkiUbTY5qhDAChH9S5_d,c4,102,0.45471,0.541888,0.510476,False,0.646846,0.695736,0.251294,0.76177
BkiUfm85qhDCgpdHtH3l,c4,653,0.560314,0.643684,0.453054,False,0.818839,0.779536,0.365785,0.73496
BkiUdgjxK6wB9mpb2XWq,commoncrawl,1106,0.43696,0.514654,0.548054,False,0.565751,0.803726,0.255672,0.60297
BkiUemfxK7Tt522WbvIx,stackexchange,710,0.591954,0.641921,0.303524,False,0.778889,0.724218,0.475365,0.633145
BkiUd8_xK03BfNelXPAu,c4,268,0.426216,0.507654,0.502784,False,0.738976,0.52842,0.236192,0.7194
BkiUdCvxaKgTq1C9OJ-S,commoncrawl,824,0.572144,0.661123,0.544163,False,0.85511,0.908689,0.364525,0.674173
BkiUbas5qg5A53urzCc4,commoncrawl,149,0.576771,0.63153,0.395407,False,0.728405,0.844408,0.449002,0.575866
BkiUa97xaL3SufhMm61_,commoncrawl,495,0.45995,0.531931,0.419387,False,0.625559,0.711381,0.291994,0.615811
BkiUd0rxaJJQnNCygIPx,commoncrawl,126,0.453852,0.523423,0.424852,False,0.674336,0.716371,0.291519,0.532717
BkiUdr84uzlgqEf1Tlje,commoncrawl,262,0.4834,0.562244,0.523829,False,0.630442,0.823261,0.299432,0.642637
BkiUc2zxK6wB9k0iLNKt,arxiv,21177,0.516718,0.567184,0.570806,False,0.398963,0.969769,0.414933,0.644351
BkiUbj84eIZijQpFYt75,c4,190,0.303951,0.379982,0.576593,False,0.703136,0.126543,0.344566,0.677852
BkiUaWLxK02iP15vdrlF,c4,180,0.320058,0.367538,0.54968,False,0.758953,0.211837,0.209272,0.541389
BkiUbV05qsMAIxuM4a1x,arxiv,4838,0.620384,0.686976,0.48384,False,0.822441,0.948841,0.465001,0.613642
BkiUbKA5qsBB3Ha6h-wg,commoncrawl,286,0.428262,0.47974,0.395659,False,0.703805,0.417417,0.308145,0.584869
BkiUdy425V5itcKZF4jG,c4,1484,0.550522,0.64394,0.521706,False,0.799564,0.854253,0.332547,0.756581
BkiUdm_xaJJQnL9IaE6W,c4,306,0.425078,0.514173,0.62912,True,0.624368,0.608253,0.217191,0.846311
BkiUeXM4eIOjR-dm6KJR,commoncrawl,5120,0.305483,0.410923,0.788005,True,0.778545,0.84746,0.0594551,0.719046
BkiUdEQ4uBhi8DXP5XFx,stackexchange,200,0.593216,0.630218,0.355685,False,0.862563,0.680636,0.53002,0.506878
BkiUcnnxK7kjXLlzbheK,c4,277,0.512337,0.596803,0.521049,False,0.659173,0.729564,0.315252,0.836301
BkiUdQ84dbghOwL13wJF,c4,81,0.508751,0.561391,0.403052,False,0.642583,0.507519,0.385925,0.788978
BkiUbQ_xK7Dgs_cY4FcE,github,34,0.39309,0.460537,0.394867,False,0.630579,0.235712,0.527302,0.573509
BkiUaOe6NNjgBvv4MDBe,c4,49,0.539997,0.606177,0.367121,False,0.685384,0.678612,0.385577,0.752698
BkiUgArxK0zjCxh76Ae9,commoncrawl,1333,0.320824,0.364232,0.454481,False,0.674021,0.267736,0.219539,0.443779
BkiUdYXxK7IDBrtwRF5R,commoncrawl,723,0.413721,0.511397,0.72453,True,0.611484,0.910339,0.185809,0.660081
BkiUdXA5qoYA4DD26SxS,c4,703,0.416637,0.522944,0.657928,True,0.709626,0.826516,0.168588,0.754664
BkiUd485qoTBEmQ0QEtR,stackexchange,367,0.605166,0.639587,0.425263,False,0.950114,0.617039,0.524851,0.543757
BkiUe4vxK7Dgs_cY6wtW,arxiv,8981,0.570704,0.644091,0.543974,False,0.706987,0.943444,0.399469,0.645713
BkiUdRnxaJiQnhPtnxwg,commoncrawl,83,0.382946,0.435172,0.39436,False,0.655444,0.544104,0.261084,0.384933
BkiUdcPxaJJQnMsbz5qd,c4,196,0.453953,0.544623,0.560409,False,0.636157,0.802797,0.242388,0.710016
BkiUdoY25V5ioeHBmgSB,c4,551,0.524347,0.628557,0.611043,True,0.813227,0.892232,0.28119,0.7644
BkiUaWvxK4sA-5fmuiD4,commoncrawl,540,0.487526,0.564587,0.40824,False,0.693997,0.715957,0.307717,0.664212
BkiUan7xK3YB9raXxg66,c4,104,0.525467,0.606723,0.508628,False,0.639966,0.844497,0.335869,0.746165
BkiUb6TxaL3Sug5GK-6Z,arxiv,7862,0.597955,0.659271,0.500597,False,0.697553,0.955481,0.454884,0.622964
BkiUbYvxK1UJ-rRH-nK7,commoncrawl,525,0.52528,0.589476,0.403123,False,0.640394,0.778613,0.37549,0.644731
BkiUdGrxK6EuNCvepjP8,c4,85,0.445676,0.509431,0.453346,False,0.615496,0.75026,0.296914,0.490967
BkiUeTTxK7IAHdKt3Kc1,commoncrawl,473,0.409749,0.508997,0.645473,True,0.712466,0.823644,0.178171,0.640748
BkiUbTk4ukPiEYTwk6qr,commoncrawl,994,0.564497,0.639131,0.478123,False,0.820915,0.868474,0.390351,0.599378
BkiUayXxK0iCl7UGVN97,c4,96,0.528663,0.617002,0.516191,False,0.781574,0.838729,0.322537,0.685073
BkiUflfxK3xgpfdGRUgV,commoncrawl,214,0.529554,0.575407,0.346239,False,0.768803,0.578035,0.422564,0.583673
BkiUbEE4c3aisKzQybNl,c4,359,0.539359,0.629869,0.492214,False,0.778386,0.820382,0.328168,0.750694
BkiUgPvxK6Ot9WA5kd4B,commoncrawl,961,0.490699,0.582597,0.512876,False,0.789147,0.754346,0.276271,0.699958
BkiUatbxaL3Sug5GJsOP,commoncrawl,636,0.4621,0.544238,0.535864,False,0.80631,0.635985,0.270446,0.632129
BkiUafbxK4sA-9F9h-0u,commoncrawl,3440,0.463987,0.568675,0.640674,True,0.815853,0.86039,0.219715,0.677161
BkiUbVPxaJJQnJ5kTGLq,c4,264,0.627641,0.669678,0.323298,False,0.752059,0.852851,0.529553,0.592085
BkiUfFnxK1fBGwCLOhJH,github,205,0.621469,0.658553,0.222603,False,0.757543,0.71957,0.644991,0.53494
BkiUdcE5qYVBNAWDbnaw,commoncrawl,1091,0.4356,0.529369,0.63926,True,0.616197,0.856064,0.216804,0.685768
BkiUeSDxK7IABDHEZFpM,commoncrawl,1859,0.595758,0.684839,0.538253,False,0.804662,0.926155,0.387902,0.76063
BkiUfzXxK7kjXIdHBI6x,c4,285,0.34483,0.402208,0.451102,False,0.633325,0.210948,0.295502,0.66205
BkiUgPTxK3xgpfdGRx2c,commoncrawl,300,0.418572,0.494466,0.492597,False,0.610326,0.734083,0.241486,0.552043
BkiUdZM4uBhhxIH73suC,commoncrawl,335,0.431677,0.523969,0.66267,True,0.552636,0.878998,0.216328,0.716317
BkiUdAs4uBhhxJVAbI88,commoncrawl,2055,0.534115,0.60353,0.395284,False,0.767429,0.649526,0.372146,0.715021
BkiUdFg5i7PA9O6rS7jn,arxiv,10017,0.512876,0.573584,0.587812,True,0.371223,0.959035,0.512436,0.593071
BkiUdyY4dbgg9CUVss4r,github,513,0.458239,0.503949,0.271869,False,0.588927,0.351583,0.623452,0.499532
BkiUeArxaL3SujGfKlVq,commoncrawl,962,0.477705,0.55807,0.574695,False,0.63722,0.864884,0.290188,0.606099
BkiUbb3xK6wB9mpb0cQs,wikipedia,49,0.464454,0.526201,0.403857,False,0.645834,0.724234,0.320377,0.511414
BkiUfOrxK03BfHDu5iuw,c4,134,0.54517,0.617417,0.467134,False,0.654472,0.843727,0.376592,0.698573
BkiUdNs5qhLA6eZZnTRk,c4,714,0.384046,0.483934,0.585979,True,0.691766,0.710784,0.150974,0.736953
BkiUdSY5qoYAttXCyxex,c4,59,0.51758,0.58505,0.448876,False,0.659371,0.809026,0.360151,0.609611
BkiUd5g5qdmDM09ejILC,commoncrawl,489,0.572918,0.637112,0.423627,False,0.738996,0.84676,0.423133,0.622136
BkiUf0G6NNjgB0Ss4q8D,commoncrawl,457,0.43536,0.490199,0.389423,False,0.696826,0.46359,0.307403,0.58123
BkiUc9E4eIZjlTb7HoO0,c4,256,0.419711,0.46865,0.383675,False,0.689197,0.337275,0.305522,0.678816
BkiUdMPxaKgTw5qkDwpv,c4,47,0.335046,0.386891,0.381249,False,0.595323,0.214074,0.360935,0.486683
BkiUcys4eIXhsP2jpIWU,commoncrawl,123,0.467727,0.551419,0.504652,False,0.666296,0.777097,0.272445,0.654919
BkiUbiXxK7Tt6AlxCM0P,commoncrawl,478,0.584005,0.65636,0.463322,False,0.798661,0.878498,0.415176,0.636964
BkiUcOvxK19JmejM8fF2,c4,383,0.45016,0.553474,0.609316,True,0.748062,0.818409,0.209093,0.731986
