model_dir,model_name,n_subtasks,bbh_macro,bbh_weighted,bbh_group,date
DreadPoor_Caelid-8B-Model_Stock,DreadPoor/Caelid-8B-Model_Stock,24,54.5961,54.435,54.435,2025-01-14 22:14:00.057503223
DreadPoor_Casuar-9B-Model_Stock,DreadPoor/Casuar-9B-Model_Stock,24,61.0668,60.9443,60.9443,2024-12-21 12:38:56.706981897
DreadPoor_Condensed_Milk-8B-Model_Stock,DreadPoor/Condensed_Milk-8B-Model_Stock,24,54.3486,54.1573,54.1573,2024-11-27 14:34:07.654571533
DreadPoor_CoolerCoder-8B-LINEAR,DreadPoor/CoolerCoder-8B-LINEAR,24,47.615,47.457,47.457,2024-11-21 12:22:42.671467066
DreadPoor_Damasteel-8B-LINEAR,DreadPoor/Damasteel-8B-LINEAR,24,53.8814,53.7233,53.7233,2024-11-06 17:24:11.986282587
DreadPoor_Dearly_Beloved-8B-TIES,DreadPoor/Dearly_Beloved-8B-TIES,24,40.4983,40.2534,40.2534,2024-11-22 16:51:18.688287020
DreadPoor_Decayed-8B-LINEAR,DreadPoor/Decayed-8B-LINEAR,24,54.1701,53.9663,53.9663,2025-02-25 19:43:51.460636616
DreadPoor_Derivative-8B-Model_Stock,DreadPoor/Derivative-8B-Model_Stock,24,53.9549,53.8275,53.8275,2025-01-06 12:14:32.687405348
DreadPoor_Derivative_V2-8B-Model_Stock,DreadPoor/Derivative_V2-8B-Model_Stock,24,53.9264,53.7927,53.7927,2025-01-07 17:28:39.049716949
DreadPoor_Derivative_V2_ALT-8B-Model_Stock,DreadPoor/Derivative_V2_ALT-8B-Model_Stock,24,53.6535,53.515,53.515,2025-01-07 17:06:15.349278688
DreadPoor_Derivative_V3-8B-Model_Stock,DreadPoor/Derivative_V3-8B-Model_Stock,24,52.432,52.1611,52.1611,2025-01-08 04:12:22.961010695
DreadPoor_Elusive_Dragon_Heart-8B-LINEAR,DreadPoor/Elusive_Dragon_Heart-8B-LINEAR,24,54.5641,54.4003,54.4003,2024-12-18 21:32:07.832416296
DreadPoor_Emu_Eggs-9B-Model_Stock,DreadPoor/Emu_Eggs-9B-Model_Stock,24,60.5166,60.4409,60.4409,2024-10-18 22:18:35.560715675
DreadPoor_Eunoia_Vespera-8B-LINEAR,DreadPoor/Eunoia_Vespera-8B-LINEAR,24,53.9931,53.8622,53.8622,2024-09-23 15:02:44.334073544
DreadPoor_felix_dies-mistral-7B-model_stock,DreadPoor/felix_dies-mistral-7B-model_stock,24,49.0092,48.7763,48.7763,2024-10-04 19:50:54.128619670
DreadPoor_Fu_sion_HA-8B-SLERP,DreadPoor/Fu_sion_HA-8B-SLERP,24,53.728,53.5671,53.5671,2025-01-17 15:43:17.946820498
DreadPoor_H_the_eighth-8B-LINEAR,DreadPoor/H_the_eighth-8B-LINEAR,24,53.8375,53.6712,53.6712,2025-03-06 15:16:28.734528065
DreadPoor_hakuchido-8B-MODEL_STOCK,DreadPoor/hakuchido-8B-MODEL_STOCK,24,53.9837,53.7927,53.7927,2025-02-27 14:05:17.800809622
DreadPoor_Happy_New_Year-8B-Model_Stock,DreadPoor/Happy_New_Year-8B-Model_Stock,24,53.6791,53.5497,53.5497,2024-12-31 13:22:02.522705078
DreadPoor_Heart_Stolen-8B-Model_Stock,DreadPoor/Heart_Stolen-8B-Model_Stock,24,53.9544,53.8275,53.8275,2024-09-12 08:11:46.889488935
DreadPoor_Heart_Stolen-ALT-8B-Model_Stock,DreadPoor/Heart_Stolen-ALT-8B-Model_Stock,24,52.6338,52.5256,52.5256,2024-09-14 01:24:24.541500330
DreadPoor_Here_We_Go_Again-8B-SLERP,DreadPoor/Here_We_Go_Again-8B-SLERP,24,54.6018,54.435,54.435,2024-12-31 19:53:23.321269512
DreadPoor_HOT_STINKING_GARBAGE,DreadPoor/HOT_STINKING_GARBAGE,24,48.84,48.7589,48.7589,2025-02-03 11:56:38.459191084
DreadPoor_Howdy-8B-LINEAR,DreadPoor/Howdy-8B-LINEAR,24,53.8398,53.758,53.758,2025-01-16 00:23:28.739738226
DreadPoor_ichor-8B-Model_Stock,DreadPoor/ichor-8B-Model_Stock,24,50.8422,50.7551,50.7551,2025-03-03 04:35:04.097694159
DreadPoor_ichor_1.1-8B-Model_Stock,DreadPoor/ichor_1.1-8B-Model_Stock,24,52.8068,52.5777,52.5777,2025-03-06 05:04:06.370627403
DreadPoor_Incidental-8B-Model_Stock,DreadPoor/Incidental-8B-Model_Stock,24,54.5207,54.3656,54.3656,2025-01-14 00:11:20.183495998
DreadPoor_inexpertus-8B-Model_Stock,DreadPoor/inexpertus-8B-Model_Stock,24,52.8019,52.6298,52.6298,2025-03-07 04:10:33.996837854
DreadPoor_inexpertus_1.1-8B-LINEAR,DreadPoor/inexpertus_1.1-8B-LINEAR,24,55.2464,55.0946,55.0946,2025-03-07 19:20:02.810981274
DreadPoor_inexpertus_1.2-8B-LINEAR,DreadPoor/inexpertus_1.2-8B-LINEAR,24,55.2344,55.0599,55.0599,2025-03-08 02:39:18.949960470
DreadPoor_Irina-8B-model_stock,DreadPoor/Irina-8B-model_stock,24,52.3664,52.2305,52.2305,2024-09-03 08:46:06.068656445
DreadPoor_Kindling-8B-Model_Stock,DreadPoor/Kindling-8B-Model_Stock,24,54.9205,54.7822,54.7822,2025-01-26 23:06:19.191168070
DreadPoor_L3.1-BaeZel-8B-Della,DreadPoor/L3.1-BaeZel-8B-Della,24,54.4845,54.3308,54.3308,2024-11-18 06:58:10.916293144
DreadPoor_Laughing_Stock-8B-Model_Stock,DreadPoor/Laughing_Stock-8B-Model_Stock,24,54.4943,54.3135,54.3135,2025-01-27 00:17:07.583613634
DreadPoor_Lava_Lamp-8B-SLERP,DreadPoor/Lava_Lamp-8B-SLERP,24,53.6759,53.5844,53.5844,2025-01-18 01:47:47.125869512
DreadPoor_LemonP-8B-Model_Stock,DreadPoor/LemonP-8B-Model_Stock,24,54.3935,54.2441,54.2441,2025-01-20 00:47:03.076071739
DreadPoor_Lydia_of_Whiterun-8B-LINEAR,DreadPoor/Lydia_of_Whiterun-8B-LINEAR,24,53.7953,53.5844,53.5844,2025-02-26 05:39:16.230018854
DreadPoor_Machroom-3B-model_stock,DreadPoor/Machroom-3B-model_stock,24,36.249,35.8445,35.8445,2024-07-25 12:58:02.167052507
DreadPoor_Matryoshka-8B-LINEAR,DreadPoor/Matryoshka-8B-LINEAR,24,54.4428,54.3135,54.3135,2024-12-02 05:42:15.349413872
DreadPoor_Mercury_In_Retrograde-8b-Model-Stock,DreadPoor/Mercury_In_Retrograde-8b-Model-Stock,24,53.9051,53.6712,53.6712,2024-12-03 19:39:51.435200453
DreadPoor_mergekit-nuslerp-nqzkedi,DreadPoor/mergekit-nuslerp-nqzkedi,24,53.6192,53.515,53.515,2025-01-29 00:59:58.658678532
DreadPoor_Minthy-8B-Model_Stock,DreadPoor/Minthy-8B-Model_Stock,24,53.5295,53.3588,53.3588,2025-01-26 14:48:53.972643614
DreadPoor_Minthy_ALT-8B-Model_Stock,DreadPoor/Minthy_ALT-8B-Model_Stock,24,53.748,53.6365,53.6365,2025-01-26 15:17:01.666969299
DreadPoor_Minthy_V2-8B-Model_Stock,DreadPoor/Minthy_V2-8B-Model_Stock,24,54.911,54.7474,54.7474,2025-01-26 18:56:41.756344557
DreadPoor_Minus_Penus-8B-Model_Stock,DreadPoor/Minus_Penus-8B-Model_Stock,24,53.4378,53.1505,53.1505,2025-03-07 15:46:11.335700274
DreadPoor_Morphing-8B-Model_Stock,DreadPoor/Morphing-8B-Model_Stock,24,53.9694,53.7927,53.7927,2025-01-14 22:14:00.055940628
DreadPoor_Not_Even_My_Final_Form-8B-Model_Stock,DreadPoor/Not_Even_My_Final_Form-8B-Model_Stock,24,53.5085,53.3414,53.3414,2025-01-14 22:14:00.057934523
DreadPoor_Nother_One-8B-Model_Stock,DreadPoor/Nother_One-8B-Model_Stock,24,52.0453,51.9875,51.9875,2025-01-20 00:34:46.188916445
DreadPoor_Noxis-8B-LINEAR,DreadPoor/Noxis-8B-LINEAR,24,54.2096,53.9837,53.9837,2025-03-13 18:16:04.922327280
DreadPoor_Nullsworn-12B-LINEAR,DreadPoor/Nullsworn-12B-LINEAR,24,54.8305,54.4524,54.4524,2025-03-10 21:59:33.074433327
DreadPoor_Nwah-8B-Model_Stock,DreadPoor/Nwah-8B-Model_Stock,24,53.8427,53.6539,53.6539,2025-02-27 08:58:41.251941442
DreadPoor_Oh_Boy-8B-LINEAR,DreadPoor/Oh_Boy-8B-LINEAR,24,53.7511,53.5671,53.5671,2025-01-29 17:52:19.900923252
DreadPoor_ONeil-model_stock-8B,DreadPoor/ONeil-model_stock-8B,24,55.4834,55.3723,55.3723,2024-07-25 12:58:01.064571619
DreadPoor_OrangeJ-8B-Model_Stock,DreadPoor/OrangeJ-8B-Model_Stock,24,54.1348,53.8795,53.8795,2025-01-21 23:41:57.987095594
DreadPoor_Promissum_Mane-8B-LINEAR,DreadPoor/Promissum_Mane-8B-LINEAR,24,54.5768,54.4003,54.4003,2024-10-02 01:29:09.295106649
DreadPoor_Promissum_Mane-8B-LINEAR-lorablated,DreadPoor/Promissum_Mane-8B-LINEAR-lorablated,24,54.3518,54.2961,54.2961,2024-10-02 01:55:37.340123653
DreadPoor_remember_to_breathe-8b-Model-Stock,DreadPoor/remember_to_breathe-8b-Model-Stock,24,54.1165,53.949,53.949,2024-12-06 05:32:19.529740094
DreadPoor_RPMash-8B-Model_Stock,DreadPoor/RPMash-8B-Model_Stock,24,51.6909,51.432,51.432,2025-01-22 03:18:56.774132729
DreadPoor_RPMash_V3-8B-Model_Stock,DreadPoor/RPMash_V3-8B-Model_Stock,24,52.1745,52.0743,52.0743,2025-01-25 01:14:55.421938658
DreadPoor_Rusted_Gold-8B-LINEAR,DreadPoor/Rusted_Gold-8B-LINEAR,24,53.8665,53.6192,53.6192,2025-03-07 18:06:35.613802195
DreadPoor_Rusted_Platinum-8B-LINEAR,DreadPoor/Rusted_Platinum-8B-LINEAR,24,54.2787,54.1399,54.1399,2025-03-06 22:15:14.144565821
DreadPoor_Rusted_Platinum-8B-Model_Stock,DreadPoor/Rusted_Platinum-8B-Model_Stock,24,52.4284,52.2826,52.2826,2025-03-06 20:19:12.180314541
DreadPoor_Sellen-8B-model_stock,DreadPoor/Sellen-8B-model_stock,24,52.3168,52.2305,52.2305,2024-09-02 17:14:51.532754898
DreadPoor_Something-8B-Model_Stock,DreadPoor/Something-8B-Model_Stock,24,53.9503,53.8275,53.8275,2025-01-15 08:51:22.128198862
DreadPoor_Spring_Dusk-8B-SCE,DreadPoor/Spring_Dusk-8B-SCE,24,56.3527,56.1882,56.1882,2025-02-02 15:00:27.431826115
DreadPoor_Summer_Dawn-8B-SCE,DreadPoor/Summer_Dawn-8B-SCE,24,53.9111,53.6886,53.6886,2025-02-02 06:50:12.073433161
DreadPoor_Summer_Dusk-8B-TIES,DreadPoor/Summer_Dusk-8B-TIES,24,53.5966,53.4456,53.4456,2025-02-05 01:58:49.054577827
DreadPoor_Summer_Rain-8B-SCE,DreadPoor/Summer_Rain-8B-SCE,24,58.4595,58.3753,58.3753,2025-02-03 10:49:55.552799940
DreadPoor_Summer_Rain-8B-TIES,DreadPoor/Summer_Rain-8B-TIES,24,58.4595,58.3753,58.3753,2025-02-03 09:26:51.165045738
DreadPoor_Sun-8B-Model_Stock,DreadPoor/Sun-8B-Model_Stock,24,52.6351,52.4215,52.4215,2025-01-27 15:19:05.419635773
DreadPoor_Sweetened_Condensed_Milk-8B-Model_Stock,DreadPoor/Sweetened_Condensed_Milk-8B-Model_Stock,24,54.0629,53.8795,53.8795,2024-11-27 23:24:55.177886724
DreadPoor_test,DreadPoor/test,24,53.7187,53.4456,53.4456,2025-01-28 22:00:05.493951321
DreadPoor_TEST02-Ignore,DreadPoor/TEST02-Ignore,24,56.0164,55.9104,55.9104,2025-02-05 15:56:11.028702974
DreadPoor_TEST03-ignore,DreadPoor/TEST03-ignore,24,53.8341,53.6712,53.6712,2025-02-05 21:08:54.272871017
DreadPoor_TEST06-ignore,DreadPoor/TEST06-ignore,24,55.0906,55.0599,55.0599,2025-02-07 17:19:59.596834898
DreadPoor_TEST07-ignore,DreadPoor/TEST07-ignore,24,55.6128,55.4765,55.4765,2025-02-07 17:24:42.068137884
DreadPoor_TEST08-ignore,DreadPoor/TEST08-ignore,24,54.5352,54.3482,54.3482,2025-02-07 17:29:06.970111847
DreadPoor_test_ALT,DreadPoor/test_ALT,24,53.7043,53.4456,53.4456,2025-01-28 22:03:25.114459991
DreadPoor_tests_pending-do_not_use_yet,DreadPoor/tests_pending-do_not_use_yet,24,54.079,53.8275,53.8275,2025-02-04 23:23:00.214411974
DreadPoor_Trinas_Nectar-8B-model_stock,DreadPoor/Trinas_Nectar-8B-model_stock,24,52.5612,52.4562,52.4562,2024-09-02 13:32:32.122192383
DreadPoor_UNTESTED-VENN_1.2-8B-Model_Stock,DreadPoor/UNTESTED-VENN_1.2-8B-Model_Stock,24,54.7503,54.5565,54.5565,2024-12-27 11:46:51.780349970
DreadPoor_VENN_1.2-8B-Model_Stock,DreadPoor/VENN_1.2-8B-Model_Stock,24,54.5881,54.4697,54.4697,2024-12-28 01:08:01.519954205
DreadPoor_Wannabe-8B-Model_Stock,DreadPoor/Wannabe-8B-Model_Stock,24,53.8964,53.6712,53.6712,2025-01-28 13:54:31.900776386
DreadPoor_What_A_Thrill-8B-Model_Stock,DreadPoor/What_A_Thrill-8B-Model_Stock,24,53.1145,52.9943,52.9943,2025-01-16 13:23:05.414000750
DreadPoor_Winter-8B-SCE,DreadPoor/Winter-8B-SCE,24,52.6173,52.4041,52.4041,2025-02-03 22:05:44.928431988
DreadPoor_Winter_Dusk-8B-TIES,DreadPoor/Winter_Dusk-8B-TIES,24,49.5188,49.3664,49.3664,2025-02-01 14:52:43.993550062
DreadPoor_Winter_Night-8B-Model_Stock,DreadPoor/Winter_Night-8B-Model_Stock,24,51.8497,51.7098,51.7098,2025-02-18 18:40:51.094883442
DreadPoor_WIP-Acacia-8B-Model_Stock,DreadPoor/WIP-Acacia-8B-Model_Stock,24,51.9467,51.6924,51.6924,2024-11-29 20:59:42.675984144
DreadPoor_WIP_Damascus-8B-TIES,DreadPoor/WIP_Damascus-8B-TIES,24,54.1067,53.9663,53.9663,2024-10-30 02:51:57.094038725
DreadPoor_Yafune-8B-Model_Stock,DreadPoor/Yafune-8B-Model_Stock,24,54.6672,54.5391,54.5391,2025-02-24 16:09:14.408387184
DreadPoor_Yearn_V3-8B-Model_Stock,DreadPoor/Yearn_V3-8B-Model_Stock,24,53.2202,53.1852,53.1852,2025-01-25 07:20:22.362019300
DreadPoor_Zelus-8B-Model_Stock,DreadPoor/Zelus-8B-Model_Stock,24,53.0701,52.9596,52.9596,2025-01-15 13:39:57.705064774
DreadPoor_Zelus_V2-8B-Model_Stock,DreadPoor/Zelus_V2-8B-Model_Stock,24,53.4482,53.3414,53.3414,2025-01-15 22:55:56.953723431
DreadPoor_ZEUS-8B-V17-Abliterated_ALT,DreadPoor/ZEUS-8B-V17-Abliterated_ALT,24,52.3108,52.109,52.109,2025-01-18 16:12:08.158119917
DRXD1000_Atlas-7B,DRXD1000/Atlas-7B,24,33.0218,32.8242,32.8242,2024-12-11 04:08:55.643305302
DRXD1000_Phoenix-7B,DRXD1000/Phoenix-7B,24,39.3157,39.0036,39.0036,2024-12-11 05:32:34.322033644
DUAL-GPO_zephyr-7b-ipo-0k-15k-i1,DUAL-GPO/zephyr-7b-ipo-0k-15k-i1,24,44.7271,44.4714,44.4714,2024-09-23 12:03:36.113981009
duyhv1411_Llama-3.2-3B-en-vi,duyhv1411/Llama-3.2-3B-en-vi,24,32.7164,32.3555,32.3555,2025-03-06 15:00:22.947109222
dwikitheduck_gemma-2-2b-id-inst,dwikitheduck/gemma-2-2b-id-inst,24,39.6217,39.3334,39.3334,2024-11-24 23:14:01.591204643
DZgas_GIGABATEMAN-7B,DZgas/GIGABATEMAN-7B,24,50.3218,50.1475,50.1475,2024-09-18 06:59:38.074472666
Edgerunners_meta-llama-3-8b-instruct-hf-ortho-baukit-34fail-3000total-bf16,Edgerunners/meta-llama-3-8b-instruct-hf-ortho-baukit-34fail-3000total-bf16,24,49.7991,49.6615,49.6615,2025-02-01 08:57:26.612217188
ehristoforu_coolqwen-3b-it,ehristoforu/coolqwen-3b-it,24,48.5089,48.1687,48.1687,2025-01-06 10:51:18.083204269
ehristoforu_Gemma2-9B-it-psy10k-mental_health,ehristoforu/Gemma2-9B-it-psy10k-mental_health,24,55.3938,55.4244,55.4244,2024-08-13 04:46:28.190671682
ehristoforu_Gemma2-9b-it-train6,ehristoforu/Gemma2-9b-it-train6,24,58.9809,58.9134,58.9134,2024-08-13 04:48:42.613952875
ehristoforu_qwen2.5-test-32b-it,ehristoforu/qwen2.5-test-32b-it,24,70.8059,70.4392,70.4392,2025-02-03 13:07:26.858939409
ehristoforu_QwenQwen2.5-7B-IT,ehristoforu/QwenQwen2.5-7B-IT,24,53.9796,53.758,53.758,2025-02-01 10:26:00.036150455
ehristoforu_rufalcon3-3b-it,ehristoforu/rufalcon3-3b-it,24,41.5542,41.2428,41.2428,2025-01-06 10:27:04.496627808
ehristoforu_ruphi-4b,ehristoforu/ruphi-4b,24,29.0603,28.8144,28.8144,2025-01-06 10:27:10.180773020
EleutherAI_gpt-j-6b,EleutherAI/gpt-j-6b,24,31.9104,31.6785,31.6785,2024-06-17 14:16:37.065400600
EleutherAI_gpt-neo-1.3B,EleutherAI/gpt-neo-1.3B,24,30.3923,30.0816,30.0816,2024-06-17 13:42:58.224595785
EleutherAI_gpt-neo-125m,EleutherAI/gpt-neo-125m,24,31.1516,30.9148,30.9148,2024-08-27 08:51:12.580319405
EleutherAI_gpt-neo-2.7B,EleutherAI/gpt-neo-2.7B,24,31.3952,31.0536,31.0536,2024-06-17 16:55:54.877018213
EleutherAI_gpt-neox-20b,EleutherAI/gpt-neox-20b,24,31.6504,31.3661,31.3661,2024-06-16 21:55:29.303847790
EleutherAI_pythia-1.4b,EleutherAI/pythia-1.4b,24,31.5043,31.1925,31.1925,2025-01-28 10:14:50.165426254
EleutherAI_pythia-12b,EleutherAI/pythia-12b,24,31.7965,31.6091,31.6091,2024-06-17 16:53:10.859364033
EleutherAI_pythia-160m,EleutherAI/pythia-160m,24,29.7044,29.3525,29.3525,2024-06-16 22:00:45.850334167
EleutherAI_pythia-1b,EleutherAI/pythia-1b,24,30.0409,29.6997,29.6997,2025-01-27 10:04:35.402908325
EleutherAI_pythia-2.8b,EleutherAI/pythia-2.8b,24,32.2409,32.0604,32.0604,2024-06-17 11:37:17.804034233
EleutherAI_pythia-410m,EleutherAI/pythia-410m,24,30.2813,29.9427,29.9427,2024-06-16 21:56:35.861319780
EleutherAI_pythia-6.9b,EleutherAI/pythia-6.9b,24,32.3229,32.0257,32.0257,2024-06-16 22:00:25.499390602
ell44ot_gemma-2b-def,ell44ot/gemma-2b-def,24,31.5865,31.3314,31.3314,2024-11-28 06:49:51.208278179
Enno-Ai_EnnoAi-Pro-French-Llama-3-8B-v0.4,Enno-Ai/EnnoAi-Pro-French-Llama-3-8B-v0.4,24,40.7495,40.427,40.427,2024-07-22 09:05:42.008846760
Enno-Ai_EnnoAi-Pro-Llama-3-8B,Enno-Ai/EnnoAi-Pro-Llama-3-8B,24,41.5158,41.0866,41.0866,2024-07-22 09:21:04.808790684
Enno-Ai_EnnoAi-Pro-Llama-3-8B-v0.3,Enno-Ai/EnnoAi-Pro-Llama-3-8B-v0.3,24,41.0058,40.7047,40.7047,2024-07-22 09:03:21.849563360
Enno-Ai_EnnoAi-Pro-Llama-3.1-8B-v0.9,Enno-Ai/EnnoAi-Pro-Llama-3.1-8B-v0.9,24,41.6027,41.2081,41.2081,2024-09-11 23:43:55.619756460
EnnoAi_EnnoAi-Pro-Llama-3.1-8B-v1.0,EnnoAi/EnnoAi-Pro-Llama-3.1-8B-v1.0,24,41.6027,41.2081,41.2081,2024-09-10 14:58:43.187284708
Epiculous_Azure_Dusk-v0.2,Epiculous/Azure_Dusk-v0.2,24,41.1972,40.9304,40.9304,2024-09-14 17:02:17.305204391
Epiculous_Crimson_Dawn-v0.2,Epiculous/Crimson_Dawn-v0.2,24,44.8238,44.6103,44.6103,2024-09-12 04:14:10.963326454
Epiculous_NovaSpark,Epiculous/NovaSpark,24,50.6396,50.3732,50.3732,2024-10-20 22:41:56.603831768
Epiculous_Violet_Twilight-v0.2,Epiculous/Violet_Twilight-v0.2,24,46.1455,45.9122,45.9122,2024-09-18 12:44:04.089655876
EpistemeAI2_Athene-codegemma-2-7b-it-alpaca-v1.2,EpistemeAI2/Athene-codegemma-2-7b-it-alpaca-v1.2,24,41.7542,41.347,41.347,2024-09-02 13:32:42.133305788
EpistemeAI2_Fireball-12B-v1.2,EpistemeAI2/Fireball-12B-v1.2,24,50.1858,49.9392,49.9392,2024-09-02 15:04:28.842054605
EpistemeAI2_Fireball-Alpaca-Llama3.1-8B-Philos,EpistemeAI2/Fireball-Alpaca-Llama3.1-8B-Philos,24,49.7758,49.6962,49.6962,2024-09-02 15:10:02.279111385
EpistemeAI2_Fireball-Alpaca-Llama3.1.01-8B-Philos,EpistemeAI2/Fireball-Alpaca-Llama3.1.01-8B-Philos,24,49.5611,49.4532,49.4532,2024-09-04 06:45:27.323012114
EpistemeAI2_Fireball-Alpaca-Llama3.1.03-8B-Philos,EpistemeAI2/Fireball-Alpaca-Llama3.1.03-8B-Philos,24,49.5087,49.4011,49.4011,2024-09-09 05:17:29.955968618
EpistemeAI2_Fireball-Alpaca-Llama3.1.04-8B-Philos,EpistemeAI2/Fireball-Alpaca-Llama3.1.04-8B-Philos,24,49.3001,49.1581,49.1581,2024-09-14 00:43:36.896009207
EpistemeAI2_Fireball-Alpaca-Llama3.1.06-8B-Philos-dpo,EpistemeAI2/Fireball-Alpaca-Llama3.1.06-8B-Philos-dpo,24,48.8077,48.6721,48.6721,2024-09-14 00:43:39.657363892
EpistemeAI2_Fireball-Alpaca-Llama3.1.07-8B-Philos-Math,EpistemeAI2/Fireball-Alpaca-Llama3.1.07-8B-Philos-Math,24,48.4702,48.3249,48.3249,2024-09-14 00:39:39.357314587
EpistemeAI2_Fireball-Alpaca-Llama3.1.08-8B-C-R1-KTO-Reflection,EpistemeAI2/Fireball-Alpaca-Llama3.1.08-8B-C-R1-KTO-Reflection,24,49.5531,49.3491,49.3491,2024-09-18 04:13:43.292198420
EpistemeAI2_Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R1,EpistemeAI2/Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R1,24,48.2793,48.1514,48.1514,2024-09-14 01:49:22.576424599
EpistemeAI2_Fireball-Llama-3.1-8B-Philos-Reflection,EpistemeAI2/Fireball-Llama-3.1-8B-Philos-Reflection,24,48.9769,48.7589,48.7589,2024-09-18 04:52:13.332278490
EpistemeAI2_Fireball-MathMistral-Nemo-Base-2407-v2dpo,EpistemeAI2/Fireball-MathMistral-Nemo-Base-2407-v2dpo,24,43.2764,42.8919,42.8919,2024-09-02 14:57:29.349458218
EpistemeAI2_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-math,EpistemeAI2/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-math,24,48.0756,47.891,47.891,2024-10-15 14:46:09.802982330
EpistemeAI2_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.005-128K-code-COT,EpistemeAI2/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.005-128K-code-COT,24,47.9083,47.7695,47.7695,2024-10-11 15:25:39.570298195
EpistemeAI2_Fireball-Phi-3-medium-4k-inst-Philos,EpistemeAI2/Fireball-Phi-3-medium-4k-inst-Philos,24,61.7784,61.5692,61.5692,2024-09-21 10:35:12.849030495
EpistemeAI_Alpaca-Llama3.1-8B,EpistemeAI/Alpaca-Llama3.1-8B,24,47.5526,47.3876,47.3876,2024-09-13 23:15:29.423789978
EpistemeAI_Athena-gemma-2-2b-it,EpistemeAI/Athena-gemma-2-2b-it,24,42.6423,42.5621,42.5621,2024-09-10 10:15:43.735938072
EpistemeAI_Athena-gemma-2-2b-it-Philos,EpistemeAI/Athena-gemma-2-2b-it-Philos,24,37.9478,37.6671,37.6671,2024-09-18 06:56:12.231817961
EpistemeAI_Athene-codegemma-2-7b-it-alpaca-v1.3,EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,24,43.3192,43.1696,43.1696,2024-09-11 23:43:44.743746996
EpistemeAI_DeepPhi-3.5-mini-instruct,EpistemeAI/DeepPhi-3.5-mini-instruct,24,28.8229,28.3805,28.3805,2025-02-28 03:33:09.710294724
EpistemeAI_DeepThinkers-Phi4,EpistemeAI/DeepThinkers-Phi4,24,67.9042,67.6966,67.6966,2025-03-01 22:49:39.188568592
EpistemeAI_FineLlama3.1-8B-Instruct,EpistemeAI/FineLlama3.1-8B-Instruct,24,45.5736,45.4435,45.4435,2024-09-06 10:43:58.595446587
EpistemeAI_Fireball-12B,EpistemeAI/Fireball-12B,24,51.1089,51.0154,51.0154,2024-08-23 09:17:08.169720411
EpistemeAI_Fireball-12B-v1.13a-philosophers,EpistemeAI/Fireball-12B-v1.13a-philosophers,24,51.027,50.9807,50.9807,2024-09-10 06:34:04.114972353
EpistemeAI_Fireball-Alpaca-Llama-3.1-8B-Philos-DPO-200,EpistemeAI/Fireball-Alpaca-Llama-3.1-8B-Philos-DPO-200,24,48.384,48.2555,48.2555,2024-09-16 11:13:49.261801243
EpistemeAI_Fireball-Alpaca-Llama3.1.07-8B-Philos-Math-KTO-beta,EpistemeAI/Fireball-Alpaca-Llama3.1.07-8B-Philos-Math-KTO-beta,24,48.6489,48.5332,48.5332,2024-09-14 17:38:15.160897732
EpistemeAI_Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R2,EpistemeAI/Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R2,24,49.3203,49.1581,49.1581,2024-09-14 18:16:35.552381992
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-0.001-128K-auto,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-0.001-128K-auto,24,48.2364,48.0472,48.0472,2024-11-19 20:58:42.248228312
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K,24,48.9732,48.7936,48.7936,2024-10-07 09:33:12.370679379
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code,24,49.0419,48.7589,48.7589,2024-10-07 09:28:24.183645964
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds,24,46.6807,46.4503,46.4503,2024-10-22 08:45:08.602261305
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto,24,46.3443,46.1899,46.1899,2024-10-29 21:37:12.998851061
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-COT,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-COT,24,47.6052,47.5265,47.5265,2024-10-11 06:55:33.653805494
